Time,Summary,Icon,Sunrise Time,Sunset Time,Moon Phase,Precipitation Intensity Max,Precipitation Intensity Max Time,Precipitation Probability,Temperature High,Temperature High Time,Temperature Low,Temperature Low Time,Apparent Temperature High,Apparent Temperature High Time,Apparent Temperature Low,Apparent Temperature Low Time,Temperature Minimum,Temperature Minimum Time,Temperature Maximum,Temperature Maximum Time,Apparent Temperature Minimum,Apparent Temperature Minimum Time,Apparent Temperature Max,Apparent Temperature Maximum Time
11-27-2017,Clear throughout the day.,clear-day,11-27-2017 07:00:01,11-27-2017 16:33:39,0.3,0,0,0,50.44,11-27-2017 15:00:00,29.46,11-28-2017 07:00:00,50.44,11-27-2017 15:00:00,29.46,11-28-2017 07:00:00,35.52,11-27-2017 01:00:00,50.44,11-27-2017 15:00:00,35.52,11-27-2017 01:00:00,50.44,11-27-2017 15:00:00
11-28-2017,Clear throughout the day.,clear-day,11-28-2017 07:01:05,11-28-2017 16:33:16,0.33,0,0,0,51.62,11-28-2017 15:00:00,43.71,11-29-2017 07:00:00,51.62,11-28-2017 15:00:00,43.71,11-29-2017 07:00:00,29.46,11-28-2017 07:00:00,51.62,11-28-2017 15:00:00,29.46,11-28-2017 07:00:00,51.62,11-28-2017 15:00:00
11-29-2017,Partly cloudy throughout the day.,clear-day,11-29-2017 07:02:08,11-29-2017 16:32:55,0.36,0,0,0,62.17,11-29-2017 14:00:00,31.06,11-30-2017 05:00:00,62.17,11-29-2017 14:00:00,31.06,11-30-2017 05:00:00,39.28,11-29-2017 23:00:00,62.17,11-29-2017 14:00:00,39.28,11-29-2017 23:00:00,62.17,11-29-2017 14:00:00
11-30-2017,Drizzle overnight.,rain,11-30-2017 07:03:10,11-30-2017 16:32:36,0.4,0.0031,11-30-2017 23:00:00,0.44,48.29,11-30-2017 15:00:00,38.96,12-01-2017 07:00:00,48.29,11-30-2017 15:00:00,38.96,12-01-2017 07:00:00,31.06,11-30-2017 05:00:00,48.29,11-30-2017 15:00:00,31.06,11-30-2017 05:00:00,48.29,11-30-2017 15:00:00
12-01-2017,Partly cloudy throughout the day.,rain,12-01-2017 07:04:11,12-01-2017 16:32:20,0.44,0.007,12-01-2017 00:00:00,0.66,50.03,12-01-2017 13:00:00,29.18,12-02-2017 07:00:00,50.03,12-01-2017 13:00:00,29.18,12-02-2017 07:00:00,34.81,12-01-2017 23:00:00,50.03,12-01-2017 13:00:00,34.81,12-01-2017 23:00:00,50.03,12-01-2017 13:00:00
12-02-2017,Partly cloudy throughout the day.,partly-cloudy-day,12-02-2017 07:05:11,12-02-2017 16:32:06,0.48,0,0,0,47.29,12-02-2017 14:00:00,35.11,12-03-2017 02:00:00,47.29,12-02-2017 14:00:00,35.11,12-03-2017 02:00:00,29.18,12-02-2017 07:00:00,47.29,12-02-2017 14:00:00,29.18,12-02-2017 07:00:00,47.29,12-02-2017 14:00:00
12-03-2017,Overcast throughout the day.,partly-cloudy-day,12-03-2017 07:06:10,12-03-2017 16:31:54,0.52,0,0,0,46.29,12-03-2017 15:00:00,30.24,12-04-2017 07:00:00,46.29,12-03-2017 15:00:00,30.24,12-04-2017 07:00:00,34.16,12-03-2017 23:00:00,46.29,12-03-2017 15:00:00,34.16,12-03-2017 23:00:00,46.29,12-03-2017 15:00:00
12-04-2017,Partly cloudy throughout the day.,partly-cloudy-day,12-04-2017 07:07:08,12-04-2017 16:31:44,0.56,0,0,0,49.17,12-04-2017 14:00:00,44.15,12-04-2017 19:00:00,49.17,12-04-2017 14:00:00,44.15,12-04-2017 19:00:00,30.24,12-04-2017 07:00:00,49.17,12-04-2017 14:00:00,30.24,12-04-2017 07:00:00,49.17,12-04-2017 14:00:00
12-05-2017,Light rain in the evening and overnight.,rain,12-05-2017 07:08:04,12-05-2017 16:31:37,0.59,0.068,12-05-2017 22:00:00,1,59.63,12-05-2017 15:00:00,40.83,12-06-2017 08:00:00,59.63,12-05-2017 15:00:00,36.67,12-06-2017 08:00:00,46.63,12-05-2017 00:00:00,59.63,12-05-2017 15:00:00,46.63,12-05-2017 00:00:00,59.63,12-05-2017 15:00:00
12-06-2017,Mostly cloudy throughout the day.,rain,12-06-2017 07:08:59,12-06-2017 16:31:31,0.63,0.0104,12-06-2017 00:00:00,0.74,43.12,12-06-2017 07:00:00,32.68,12-07-2017 07:00:00,39.64,12-06-2017 07:00:00,32.68,12-07-2017 07:00:00,35.23,12-06-2017 23:00:00,56.02,12-06-2017 01:00:00,34.13,12-06-2017 10:00:00,56.02,12-06-2017 01:00:00
12-07-2017,Clear throughout the day.,partly-cloudy-day,12-07-2017 07:09:53,12-07-2017 16:31:28,0.67,0,0,0,43.02,12-07-2017 14:00:00,30.36,12-08-2017 07:00:00,40.14,12-07-2017 17:00:00,30.36,12-08-2017 07:00:00,32.68,12-07-2017 07:00:00,43.02,12-07-2017 14:00:00,32.68,12-07-2017 07:00:00,40.14,12-07-2017 17:00:00
12-08-2017,Partly cloudy throughout the day.,partly-cloudy-day,12-08-2017 07:10:45,12-08-2017 16:31:28,0.71,0,0,0,36.06,12-08-2017 14:00:00,32.56,12-09-2017 06:00:00,36.06,12-08-2017 14:00:00,32.56,12-09-2017 06:00:00,30.36,12-08-2017 07:00:00,36.06,12-08-2017 14:00:00,30.36,12-08-2017 07:00:00,36.06,12-08-2017 14:00:00
12-09-2017,Foggy until evening.,cloudy,12-09-2017 07:11:36,12-09-2017 16:31:29,0.74,0.0008,12-09-2017 16:00:00,0.05,32.73,12-09-2017 09:00:00,26.07,12-10-2017 08:00:00,32.73,12-09-2017 09:00:00,26.07,12-10-2017 08:00:00,29.25,12-09-2017 23:00:00,33.16,12-09-2017 00:00:00,29.25,12-09-2017 23:00:00,33.16,12-09-2017 00:00:00
12-10-2017,Possible drizzle in the afternoon.,rain,12-10-2017 07:12:26,12-10-2017 16:31:33,0.78,0.0146,12-10-2017 14:00:00,0.53,37.44,12-10-2017 14:00:00,30.22,12-11-2017 08:00:00,34.14,12-10-2017 18:00:00,30.22,12-11-2017 08:00:00,26.07,12-10-2017 08:00:00,37.44,12-10-2017 14:00:00,24.86,12-10-2017 09:00:00,34.14,12-10-2017 18:00:00
12-11-2017,Mostly cloudy throughout the day.,partly-cloudy-day,12-11-2017 07:13:14,12-11-2017 16:31:39,0.81,0.0027,12-11-2017 13:00:00,0.28,39.67,12-11-2017 14:00:00,33.37,12-11-2017 20:00:00,37.85,12-11-2017 16:00:00,33.37,12-11-2017 20:00:00,30.22,12-11-2017 08:00:00,39.67,12-11-2017 14:00:00,30.22,12-11-2017 08:00:00,37.85,12-11-2017 16:00:00
12-12-2017,Overcast throughout the day.,cloudy,12-12-2017 07:14:00,12-12-2017 16:31:47,0.84,0.002,12-12-2017 10:00:00,0.2,45.49,12-12-2017 11:00:00,18.77,12-13-2017 06:00:00,45.49,12-12-2017 11:00:00,9.43,12-13-2017 06:00:00,29.19,12-12-2017 23:00:00,45.49,12-12-2017 11:00:00,21.64,12-12-2017 23:00:00,45.49,12-12-2017 11:00:00
12-13-2017,Foggy overnight.,partly-cloudy-day,12-13-2017 07:14:45,12-13-2017 16:31:58,0.87,0,0,0,29.67,12-13-2017 14:00:00,22.1,12-14-2017 01:00:00,21.63,12-13-2017 15:00:00,20.21,12-13-2017 20:00:00,18.77,12-13-2017 06:00:00,29.67,12-13-2017 14:00:00,9.43,12-13-2017 06:00:00,25.21,12-13-2017 23:00:00
12-14-2017,Possible flurries in the afternoon.,snow,12-14-2017 07:15:27,12-14-2017 16:32:11,0.9,0.0036,12-14-2017 13:00:00,0.38,30.51,12-14-2017 13:00:00,15.58,12-15-2017 06:00:00,24.88,12-14-2017 18:00:00,15.58,12-15-2017 06:00:00,20.34,12-14-2017 23:00:00,30.51,12-14-2017 13:00:00,20.34,12-14-2017 23:00:00,24.88,12-14-2017 18:00:00
12-15-2017,Foggy in the afternoon and evening.,partly-cloudy-day,12-15-2017 07:16:09,12-15-2017 16:32:26,0.93,0.0005,12-15-2017 18:00:00,0.07,25.47,12-15-2017 14:00:00,19.46,12-16-2017 01:00:00,25.47,12-15-2017 14:00:00,19.46,12-16-2017 01:00:00,15.58,12-15-2017 06:00:00,25.47,12-15-2017 14:00:00,15.58,12-15-2017 06:00:00,25.47,12-15-2017 14:00:00
12-16-2017,Possible drizzle in the afternoon.,rain,12-16-2017 07:16:48,12-16-2017 16:32:43,0.96,0.0037,12-16-2017 14:00:00,0.32,36.13,12-16-2017 18:00:00,30.29,12-17-2017 07:00:00,36.13,12-16-2017 18:00:00,30.29,12-17-2017 07:00:00,19.46,12-16-2017 01:00:00,36.13,12-16-2017 18:00:00,19.46,12-16-2017 01:00:00,36.13,12-16-2017 18:00:00
12-17-2017,Possible drizzle in the afternoon.,rain,12-17-2017 07:17:25,12-17-2017 16:33:02,0.99,0.002,12-17-2017 14:00:00,0.32,36.97,12-17-2017 15:00:00,32.77,12-18-2017 04:00:00,36.97,12-17-2017 15:00:00,32.77,12-18-2017 04:00:00,30.29,12-17-2017 07:00:00,36.97,12-17-2017 15:00:00,30.29,12-17-2017 07:00:00,36.97,12-17-2017 15:00:00
12-18-2017,Overcast throughout the day.,cloudy,12-18-2017 07:18:01,12-18-2017 16:33:24,0.02,0.0007,12-18-2017 13:00:00,0.14,44.81,12-18-2017 15:00:00,42.03,12-18-2017 23:00:00,44.81,12-18-2017 15:00:00,42.03,12-18-2017 23:00:00,32.77,12-18-2017 04:00:00,44.81,12-18-2017 15:00:00,32.77,12-18-2017 04:00:00,44.81,12-18-2017 15:00:00
12-19-2017,Mostly cloudy throughout the day.,partly-cloudy-day,12-19-2017 07:18:35,12-19-2017 16:33:47,0.05,0,0,0,53.92,12-19-2017 15:00:00,40.99,12-20-2017 08:00:00,53.92,12-19-2017 15:00:00,37.81,12-20-2017 08:00:00,42.1,12-19-2017 05:00:00,53.92,12-19-2017 15:00:00,42.1,12-19-2017 05:00:00,53.92,12-19-2017 15:00:00
12-20-2017,Partly cloudy throughout the day.,partly-cloudy-day,12-20-2017 07:19:07,12-20-2017 16:34:13,0.08,0,0,0,42.94,12-20-2017 13:00:00,27.42,12-21-2017 04:00:00,39.45,12-20-2017 17:00:00,27.42,12-21-2017 04:00:00,31.4,12-20-2017 23:00:00,47.97,12-20-2017 02:00:00,31.4,12-20-2017 23:00:00,47.01,12-20-2017 02:00:00
12-21-2017,Clear throughout the day.,partly-cloudy-day,12-21-2017 07:19:36,12-21-2017 16:34:41,0.11,0,0,0,38.94,12-21-2017 15:00:00,31.03,12-22-2017 01:00:00,38.94,12-21-2017 15:00:00,31.03,12-22-2017 01:00:00,27.42,12-21-2017 04:00:00,38.94,12-21-2017 15:00:00,27.42,12-21-2017 04:00:00,38.94,12-21-2017 15:00:00
12-22-2017,Overcast throughout the day.,partly-cloudy-day,12-22-2017 07:20:04,12-22-2017 16:35:11,0.15,0,0,0,43.26,12-22-2017 16:00:00,38.34,12-23-2017 06:00:00,43.26,12-22-2017 16:00:00,38.34,12-23-2017 06:00:00,31.03,12-22-2017 01:00:00,43.26,12-22-2017 16:00:00,31.03,12-22-2017 01:00:00,43.26,12-22-2017 16:00:00
12-23-2017,Light rain throughout the day.,rain,12-23-2017 07:20:30,12-23-2017 16:35:43,0.18,0.0882,12-23-2017 13:00:00,1,46.16,12-23-2017 19:00:00,34.61,12-24-2017 08:00:00,46.16,12-23-2017 19:00:00,32.79,12-24-2017 03:00:00,38.34,12-23-2017 06:00:00,46.16,12-23-2017 19:00:00,36.09,12-23-2017 23:00:00,46.16,12-23-2017 19:00:00
12-24-2017,Light rain in the morning and overnight.,rain,12-24-2017 07:20:54,12-24-2017 16:36:17,0.21,0.0019,12-24-2017 23:00:00,0.32,38.86,12-24-2017 14:00:00,32.87,12-25-2017 06:00:00,38.86,12-24-2017 14:00:00,28.71,12-25-2017 08:00:00,34.43,12-24-2017 23:00:00,38.86,12-24-2017 14:00:00,30.8,12-24-2017 23:00:00,38.86,12-24-2017 14:00:00
12-25-2017,Drizzle in the morning.,rain,12-25-2017 07:21:15,12-25-2017 16:36:53,0.24,0.0225,12-25-2017 03:00:00,0.87,34.67,12-25-2017 09:00:00,21.87,12-26-2017 08:00:00,33.38,12-25-2017 07:00:00,15.1,12-26-2017 08:00:00,26.15,12-25-2017 23:00:00,34.67,12-25-2017 09:00:00,19.61,12-25-2017 23:00:00,33.99,12-25-2017 03:00:00
12-26-2017,Partly cloudy throughout the day.,clear-day,12-26-2017 07:21:35,12-26-2017 16:37:31,0.27,0,0,0,26.73,12-26-2017 15:00:00,17.07,12-27-2017 08:00:00,23.5,12-26-2017 18:00:00,17.07,12-27-2017 08:00:00,19.18,12-26-2017 22:00:00,26.73,12-26-2017 15:00:00,14.61,12-26-2017 09:00:00,23.5,12-26-2017 18:00:00
12-27-2017,Mostly cloudy throughout the day.,partly-cloudy-day,12-27-2017 07:21:52,12-27-2017 16:38:10,0.31,0,0,0,23.17,12-27-2017 15:00:00,10.98,12-28-2017 08:00:00,17.37,12-27-2017 07:00:00,2.39,12-28-2017 08:00:00,15.32,12-27-2017 23:00:00,23.17,12-27-2017 15:00:00,11.45,12-27-2017 20:00:00,19.05,12-27-2017 00:00:00
12-28-2017,Clear throughout the day.,clear-day,12-28-2017 07:22:08,12-28-2017 16:38:52,0.34,0,0,0,17.29,12-28-2017 15:00:00,9.87,12-29-2017 00:00:00,8.9,12-28-2017 15:00:00,2.97,12-28-2017 22:00:00,10.33,12-28-2017 23:00:00,17.29,12-28-2017 15:00:00,2.39,12-28-2017 08:00:00,10.33,12-28-2017 23:00:00
12-29-2017,Mostly cloudy throughout the day.,partly-cloudy-day,12-29-2017 07:22:21,12-29-2017 16:39:36,0.38,0,0,0,20.53,12-29-2017 14:00:00,12.92,12-29-2017 23:00:00,16.68,12-29-2017 19:00:00,12.92,12-29-2017 23:00:00,9.87,12-29-2017 00:00:00,20.53,12-29-2017 14:00:00,4.9,12-29-2017 04:00:00,16.68,12-29-2017 19:00:00
12-30-2017,Foggy in the morning and afternoon.,partly-cloudy-day,12-30-2017 07:22:32,12-30-2017 16:40:21,0.42,0,0,0,21.57,12-30-2017 15:00:00,11.51,12-31-2017 08:00:00,21.57,12-30-2017 15:00:00,1.71,12-31-2017 08:00:00,12.94,12-30-2017 00:00:00,21.57,12-30-2017 15:00:00,12.94,12-30-2017 00:00:00,21.57,12-30-2017 15:00:00
